keywords,context,text
chase#animal#dog#string#stuff,The,The dog is chasing a string of animal stuff that's being chases.
lip#mouth#gum#close#open,The,The mouth opened wide with a gush of air and lips closed again.
bottle#sit#milk#floor#drink,The,The bottle is sitting on the floor of the milk and drink in corner.
dust#cloud#work#worker#create,The,The construction workers were working on the dust and cloud created by the fire.
car#resemble#leave#locomotive#line,The,The car is closely resembling the locomotive that left the line in 1907.
driver#drive#cellphone#bus#talk,The,The driver is driving a pickup truck and talking on his cellphone while bus.
clothe#act#dress#multicolore#perform,The,The multicolored dress has been performed by Clothes on the act.
catch#kid#run#football#field,The,The kids are trying to catch footballs that are running in the field.
hold#shirt#guitar#singe#microphone,The,The man in black is holding a guitar and singing a tambourine.
binocular#walk#look#stick#mountain,The,The binoculars are looking over the mountains and can be walked around.
stand#sign#side#road#hold,The,The road signs are on the left side and are held by a stand.
sit#table#money#hand#count,The,The table below is a list of all the sitting hand-counting money.
wear#backpack#head#lay#sunglass,The,The man is wearing a red jacket laid out on his head with sunglasses.
ride#attempt#lasso#horse#cow,The,The horse attempted to lasso the cow before riding off into the woods.
table#lamp#hair#hold#glass,The,The table below shows the length of hair held in a glass of lamp.
mail#carrier#package#deliver#scan,The,"The carrier delivers a mail package to a customer, scans it and reads it."
stand#sit#game#audience#watch,The,The audience was watched by several hundred people sitting in a stand-up game.
walk#leave#line#tree#path,The,"The trees are walking along the path, leaving the line of the trees."
wear#courtyard#stand#cobble#headscarf,The,The headscarf is now worn in the courtyard and stands in cobbled.
ball#player#chase#hold#team,The,The player holds the ball and chases the opposing team during the match.
demonstrate#use#meat#grind#machine,The,The man is demonstrating how to grind meat using a machine on the floor.
school#background#fish#diver#swim,The,The school has a swimming pool with a diver's background for the fish.
rope#wear#helmet#hold#smile,The,"The man is wearing a helmet, holding a rifle and smiling at camera."
front#stand#coat#painting#hold,The,The coat of arms of the regiment stands in front of a painting held up.
water#rub#hand#turn#faucet,The,"The man turns around, rubs his faucet with water from hand."
watch#bar#jump#athlete#mat,The,The men are watchful athletes who jump at the first bar of mat.
action#sound#crack#produce#knuckle,The,The sound of a crack is produced by the action of a knuckle.
eat#drink#sit#restaurant#wine,The,The man sits in the restaurant eating a wine and drinking from a bottle.
pile#fall#ground#jump#snow,The,The man jumped onto the ground and fell to the snow-covered sidewalk.
mouth#food#watch#shove#disbelief,The,The man is shovelling food into his mouth and watches his own disbelief.
raise#research#money#run#marathon,The,The marathon ran for more than five hours and was raised money for research.
window#lady#use#wipe#rug,The,The lady uses a rug to wipe the blood off the window of her car.
speech#crowd#award#give#front,The,"The crowd gave the award to the front of the speech, which was delivered."
smoke#access#laptop#step#sit,The,The laptop is now sitting on the step with access to the Smoke.
pail#shirt#cap#jean#drum,The,The man with a white shirt was capsized by the sailor's drum.
stand#dog#rubble#look#platform,The,The dog stands on the rubble and looks at the platform for a few seconds.
hold#marker#shirt#track#run,The,The marker holds a white shirt and runs down the middle of the track.
professor#list#hall#student#fill,The,The college is a Grade II listed building with students and faculty filling hall.
bottle#cork#take#sip#pop,The,The bottle takes a while to sop up the cork and pop.
paper#hold#piece#stand#stage,The,The paper holds that a stand-alone piece of the stage is necessary.
leg#fire#shave#hair#set,The,"The man with black hair set off on his legs, shaved into fire."
horse#ride#shoot#run#dog,The,"The horse is running, the dog is riding, and the dog shoots."
lady#apply#process#makeup#explain,The,The lady is explaining how to apply the makeup to the process of painting.
box#food#bucket#sit#light,The,The box is lit up with a bucket of food that sits in it.
hand#wear#glass#knuckle#pop,The,The man is wearing a pink knuckle glass with a pop of hand.
shirt#paint#wear#face#picture,The,The painted face of a man wearing a red shirt and a black picture.
turker#problem#invite#photo#gripe,The,The photo was also invited to be used by Turkers for their problem.
ball#room#hand#stand#arm,The,The ball is in the hand of someone standing in the arms of someone room.
field#cheer#take#team#cheerleader,The,The team is cheerleaders in a field taken over by the local gang.
front#street#gate#home#clean,The,The home is clean and the gate is in front of the main street.
balloon#hold#tongue#jacket#stick,The,The man holding the balloon is in a jacket with tongue stuck in it.
instruction#tee#hit#baseball#give,The,The pitcher is given instructions on how to hit the baseball with his tee.
walk#use#balance#tightrope#pole,The,The balance between using a tightrope walking pole and using a pole.
grill#meat#individual#descent#market,The,The meat was grilled to an individual's preference on the street market during descent.
talk#fireman#front#firetruck#duty,The,The firemen are talking to firetruck on the front of duty.
sit#eye#box#hold#close,The,"The box was closed, the eyes were held, the sitters closed."
shoot#stand#side#arrow#hill,The,"The two men stand side by side, shooting the arrow into the hill."
cry#sit#finger#mouth#toddler,The,The toddler is sitting in his mouth crying and he's kneading.
look#finger#finish#hair#run,The,"The man finished his hair and ran off, looking for his fourth finger."
run#watch#jump#pit#bunch,The,The man jumps into the pits and watches a bunch of people running around.
shirt#front#snap#stand#finger,The,The man snaps his fingers and a man stands in front of the shirt.
road#car#stop#middle#stand,The,The car stands at the middle of a road stopped at a red light.
chess#table#male#game#sit,The,The male is sitting in the chess table in the game between the females.
day#robe#hallway#walk#clothe,The,The man with the gray robe walks down the hallway to the day room.
hold#player#statue#quarterback#position,The,The quarterback position was held by three players with a total of seven statues.
half#top#watermelon#cut#knife,The,The watermelon was cut in half with a knife at the top of it.
dog#back#jump#boat#water,The,The dog jumped over the boat and back into the water with its tail.
fill#sausage#meat#casing#machine,The,"The meat is filled with sausage, potatoes, and a casing of machine."
dry#clean#paper#face#toilet,The,The paper has been cleaning up the face of the toilet with drywall.
fish#flop#ice#fisherman#watch,The,The fisherman is watching the ice floes with a fish in his hand.
table#toddler#newspaper#read#place,The,The newspaper was placed on the table by a toddler who was reading it.
entitle#store#take#place#street,The,"The street was taken over by a large store entitled ""The Place for Mr."
bounce#pool#dive#flip#board,The,The pool has since been bounce-boarding and dive-boarding on the board.
river#cross#elephant#tour#guide,The,The elephant is walking through the river guiding tourists to cross the main tour.
face#table#give#lay#massage,The,The table below gives a bunch of commonly laid out sausages using massage.
phone#computer#look#desk#box,The,"The computer looks at the phone, and on the desk is a box."
beach#ocean#wear#stand#look,The,The beach is looked over by a man wearing a stand-up ocean.
talk#sunglass#field#lady#wear,The,The young lady is wearing a yellow field and red sunglasses while talking to herself.
chop#half#stand#axe#log,The,"The men are standing in a log-chop, half of them axe."
crane#body#water#park#car,The,The body is parked in the water with a car cranes in tow.
scale#hold#wall#fire#hand,The,The wall was held up by a large scale fire with hand-held.
stone#sharpen#chef#demonstrate#knife,The,The chef demonstrates how to use a knife to sharpen a stone knife.
pour#egg#whisk#skillet#fork,The,The skillet is then poured over the eggs and whisked to a fork.
sew#thread#needle#hand#put,The,The needle is put into the thread and handed over to the sew.
dispenser#fold#box#move#paper,The,The paper was later folded into a box and moved to the condenser.
lift#wear#arm#overall#smile,The,The woman is wearing a black coat and armed with a lift and smile.
wood#break#piece#half#class,The,The first half was broken up by a piece of wood in the class.
ride#trick#boat#perform#ski,The,The man performs a ski trick on his boat while riding on a boat.
bar#pull#front#hold#mirror,The,"The bar pulls in front of a mirror, holding it up to someone."
back#leg#arm#lay#move,The,The leg was laid on the back of a chair and moved around arm.
street#wear#cigarette#shirt#smoke,The,The man in black shirt is wearing a cigarette in the street and smoke billows upward.
begin#clap#crawl#hand#smile,The,The young girl begins clenching her hand and crawls across the smile.
enjoy#cap#laugh#wear#popsicle,The,The man wearing a white cap was enjoying a popsicle and laughing loudly.
wave#catch#fall#surfer#board,The,"The wave falls on the surfers, who are caught on the board."
body#background#movement#perform#music,The,"The music video for ""Work This Body"" was performed by the movement."
read#look#sit#menu#window,The,The window is read and the menu sitting on the screen looks like this:.
wear#flannel#pumpkin#field#touch,The,The pumpkin is wearing a touch of flannel in the green field behind it.
stand#map#report#front#weather,The,The weather was reported on the map to be standing in front of Mt.
hold#pose#cup#front#tree,The,The cup is held in front of a tall tree posing for a photo.
ride#advertisement#read#magazine#subway,The,The magazine is read by an advertisement of the subway rides in the magazine.
color#dance#light#change#room,The,The room is lit with a mix of changing colors and dance music.
rise#wreck#darkness#submersible#leave,The,The wreck of the submersible was left to rise in the darkness.
pair#polish#shoe#demonstrate#clean,The,"The shoes were polished, demonstrating a pair that had been cleaned and polished."
carry#pouch#wear#project#ladder,The,The woman is wearing a red jacket and carrying a rifle slung over project.
apron#sausage#cut#hat#kitchen,The,The man cutting a hat in the kitchen with a small butcher's knife.
track#disc#spin#field#throw,The,The track was spun by the disc and thrown into the field by Dr.
front#slide#blow#bubble#board,The,The slide was blown in front of the Board of Supervisors' bubble.
field#wear#hammer#throw#kilt,The,The man is wearing a hammer and throwing kilt on the green field.
tie#string#dance#ankle#wrist,The,The woman is then tied up with ankle-length black strings and dances.
stand#look#paper#snow#read,The,The paper is looking at how to stand up to the snow and read.
item#machine#place#seal#bag,The,The machine is sealed in place with plastic bags and items are not allowed.
pipe#smoke#light#music#listen,The,The smoke from the pipe was thick enough to listen to music and light.
step#distance#throw#shot#circle,The,The shot of the circle throwing a long distance in the step of it.
put#milk#pail#cow#milk,The,The milk is put into a cow pail and the milk is poured.
blow#use#dryer#dry#hair,The,The dryer is used to blow dry the hair and the dryer.
glow#skateboard#ride#night#wheel,The,The man rides a skateboard through the night to glow in the wheel.
target#foot#knife#lay#back,The,The man laying on the back of the target with a knife in his foot.
friend#corner#basket#flower#dress,The,The flowers are arranged in the corner of a basket with a good friend.
locate#building#plane#look#front,The,The building is located in front of the looking glass of a commercial plane.
hose#push#debris#water#gutter,The,The gutter has been pushed out of the water and debris has been hosed.
scroll#sunglass#tattoo#hair#hold,The,The tattooed hair is held up by a colorful sunglasses with the scrolling.
ground#take#bag#picture#lay,The,The ground floor is laid out with a plastic bag taking up the picture.
back#stand#stomach#wax#lay,The,The man is laying wax on the back of his stomach and is standing.
tail#pull#water#hold#alligator,The,The man is holding a water lily and pulling the tail of alligators.
sit#pant#stripe#table#shirt,The,The Panthers sit in a tie with the striped shirts on the table next to them.
throw#knife#stand#target#front,The,"The man is standing in front of a knife, but he throws it."
dance#watch#crowd#stage#clap,The,The crowd was watched by a large stage with a clap of dance.
game#lead#involve#head#touch,The,The game involves touching the head of a man leading a group of people.
track#outfit#biker#wear#ride,The,The biker outfit is wearing a long-sleeved black riding jacket.
side#road#crowd#pass#wave,The,The crowd passed by the side of the road and waved at the protesters.
hair#instruction#give#doll#braid,The,The doll is given instructions to braid her hair in a particular way.
jump#bike#spectator#watch#racer,The,The racer watches the bike as the spectators jump up and down in excitement.
sew#test#push#hand#machine,The,"The man pushes the machine into the test chamber, removing asew."
place#grinder#meat#wear#glove,The,The man is wearing a grinder with the gloves placed over the meat.
tongue#move#head#stick#smile,The,The camera moves around the head and sticks to the face of a smile.
present#mix#plate#ingredient#cook,The,The plate is a mix of cooked and raw ingredients that is presented separately.
hit#volleyball#beach#jump#ball,The,The beach volleyball jumping ball is hit by the beach volleyball in the beach.
ladder#walk#toddler#climb#path,The,The children are walking down the path to their toddler climbing on theladder.
front#couple#picture#pose#fountain,The,The couple pose in front of a fountain with a picture of their daughter.
blower#spin#lie#use#chair,The,The single chair is spun using a blower and lies on its side.
rock#trunk#water#wear#jump,The,The water is wearing on the trunk of a rock and the man jumps.
walk#toss#house#worker#package,The,The house was demolished to make way for a construction worker tossing a package.
stomp#wine#stand#grape#barrel,The,The wine is standing in a barrel with grapes that have been stomped.
coffee#cafe#look#drink#window,The,The cafe looks like a coffee shop with a glass window and drinks are available.
touchdown#celebrate#teammate#player#score,The,The player is celebrating with his teammates after scoring a touchdown against the U.
leash#puppy#path#hold#owner,The,The owner of the puppy holds a path that leads to the lemon tree.
chew#nail#front#fence#bucket,The,The chews on the front of a bucket with nails on the fence.
knife#peel#table#apple#sit,The,"The apple is sitting on a table with a knife, and someone peeling."
chopstick#hat#bowl#eat#noodle,The,The boy is eating a chopstick with noodles and a hat in bowl.
look#dance#clothe#money#attach,The,"The girls look at each other, then dance to ""Money Clothes""."
floor#drop#set#head#weight,The,"The head is set on the floor, with a drop of weight behind it."
kite#stand#fly#field#toddler,The,The toddler is kite flying and stands on a field with his parents.
sit#shoe#tie#floor#shoelace,The,The shoes are tied to the floor with shoelaces and sit upright.
cellphone#wind#hair#talk#blow,The,"The woman is talking about her hair, and the cell phones are blowing."
dress#dress#building#walk#flow,The,The dress is dressy and dressy dresses flow to the building below.
owner#dog#shop#wait#come,The,The owner of a dog waiting to come in to the shop for treatment.
open#bed#reveal#bedroom#door,The,The door was open to reveal a bedroom with a bed on the floor.
device#light#button#turn#press,The,The device turns the light on and off with a button press or motion.
wall#hold#sit#glass#photo,The,The wall is holding a photo of a man sitting in a glass chair.
jar#towel#cover#drink#water,The,The woman is drinking a glass of water and covers her mouth with towel.
wait#eyeglass#hair#watch#shirt,The,The man in black shirt and eyeglasses is waiting for his hair.
cap#shirt#flash#sign#bike,The,The man in white shirt signs a bike with a white cap and flash.
player#throw#ball#prepare#dress,The,The player is preparing to throw a ball into the air with his dress.
set#dog#wear#muzzle#race,The,The dog is wearing a muzzle set up for a race with other dogs.
pulley#furniture#building#rope#window,The,"The building has a stained glass window with furniture, ropes, and pulleys."
rider#wear#gear#corner#course,The,The rider wears a racing gear in the corner of the course during event.
domino#rest#fall#finger#push,The,The man pushes his finger in the woman's abdomen and falls to rest.
hold#eat#chip#bag#popsicle,The,The chip is holding up well and eating the popsicles in my bag.
run#hill#kick#dog#dirt,The,The dog kicks the dirt and runs off into the hills behind the home.
dry#wash#rack#dish#place,The,The dish is washed and placed in the oven to dry on a rack.
tractor#road#talk#side#drive,The,The tractor is talking to the side of the road and driving around it.
wear#sidewalk#coat#sell#good,The,"The coat is worn by the Good, and sold by the sidewalk vendors."
boat#water#stand#head#direction,The,The boat is headed in the direction of a stand of water near it.
doughnut#talk#hold#take#bite,The,The doughnut is then spread to hold the doughnut and talk to it.
trailer#shirt#side#sit#road,The,The trailer is side-by-side with a trailer that sits on shirts.
clean#hat#pool#shirt#wear,The,The pool is wearing a hat to clean the tiled surface of the shirt.
shuck#oyster#way#explain#demonstrate,The,"The oysters are shown in their natural way, demonstrating the shrimps."
question#answer#sit#front#computer,The,The question is how to sit in front of a computer and answer questions.
wear#hat#skateboard#balance#ledge,The,The man is wearing a skateboard on his hat to balance on ledge.
wipe#sneeze#nose#stretch#floor,The,"The woman sneezed, and her nose stretched across the floorwipe."
wine#mouth#swish#bucket#spit,The,The man swished his mouth with a bucket of wine and spit it out.
jean#shoe#bike#jacket#ride,The,The man is wearing a black jacket and riding a bike with black shoes.
gather#flag#uniform#hat#wear,The,The flag is also worn by the uniformed men and women gathered in hat.
pipe#put#piece#machine#stand,The,The man is putting a piece of pipe into a machine and stands behind it.
mannequin#dress#walk#window#stroller,The,The mannequin dressed in a stroller walks through the window of person.
wear#medal#front#bus#suit,The,The bus is wearing a red suit with a silver medal in front of it.
throw#hold#pant#pair#catch,The,The Panthers held a pair of practice sessions before throwing to the first team.
sidewalk#female#wear#walk#top,The,The female is wearing a sash walking on top of the sidewalk top.
tub#bath#give#bubble#newborn,The,The bathtub gives a small bubble of oxygen to the baby's newborn.
straw#add#glass#pour#drink,The,The stained glass windows were added to the inside of the drinking fountain pouring water.
shake#praise#ask#dog#hand,The,The dog is asking for praise and a shake of the hand from someone.
turn#swimmer#competition#end#reach,The,The competition ended in August and the swimmer reached the final in turn.
way#peel#orange#give#instruction,The,The album gives way to an instruction on how to peeling an orange.
beach#background#run#wave#swimsuit,The,The beach runs parallel to the waves with a blue background and a swimsuit.
take#sit#table#bite#hamburger,The,The hamburger is taking a bite out of the table sitting next to it.
laptop#wear#use#sweatshirt#hood,The,The laptop is used by the hooded man wearing a sweatshirt and glasses.
sit#rock#look#ocean#couple,The,The couple sits on the rocks looking out to the ocean and the sea.
move#fan#leg#begin#hand,The,"The fans began to move forward, hand in hand on legs and legs."
mountain#side#jump#city#kid,The,The city's kids are jumping on the side of the mountain to do something.
friend#picture#trick#skateboarder#take,The,The trick is to take a picture of the skateboarder's friends.
toy#ride#sit#toddler#push,The,The toddler is sitting on the teddy bear pushing it and riding it.
work#worker#cable#oversee#coil,The,The construction workers who worked on the coil are overseeing the next major cable.
dress#clothe#hold#pose#drink,The,The man in white dress is holding a pose of traditional clothes and drinking.
walk#tightrope#front#hold#crowd,The,The crowd held tightrope as they walked in front of the crowd.
sing#hold#team#trophy#song,The,The song holds the team in its highest regard and sings the trophy goodbye.
table#sit#blow#wish#candle,The,The table is sitting on a counter and wishes to blow up with candles.
bell#bike#sidewalk#ride#ring,The,The bike is on the sidewalk with bells and ringers riding by it.
player#train#ball#field#pass,The,The ball was passed to the players who were trained on the field earlier.
body#water#trick#surfboard#sail,The,The surfboard trick is on the water with bodies of water and sailboats.
gun#wear#sunglass#helmet#stand,The,The man wearing a black helmet and sunglasses stands with a gun in his hand.
scarf#hold#teach#class#compose,The,The first class was composed of fifteen students who taught and held thescarf.
run#follow#snow#ball#horse,The,The snow ball follows the horse as it runs through the snow and snow.
angle#look#photograph#sit#sidewalk,The,The man is looking at a photograph sitting on the sidewalk with an angle.
notebook#pen#table#sit#laptop,The,The pen sitting on the table with the notebook next to it and laptop.
music#dance#room#couple#watch,The,The couple were dancing in the music room when they were watched by two men.
river#dog#stand#head#turn,The,The dog is turning on the head of a man standing next to river.
hand#ride#hold#air#bull,The,The man is holding a bull by the air and riding on his hands.
snow#ride#hill#red#sle,The,The man is riding a snow sled down a hill with red and white.
wrestle#match#hand#shake#begin,The,The match began with a shake-up of the Wrestle World hand.
trail#leave#dragster#take#smoke,The,The trail takes its name from the smoke left by the dragster cars.
headphone#wear#room#corner#drum,The,The man wearing a headphone and drum in the corner of the room.
picture#chalk#sidewalk#sit#draw,The,The original picture is sitting on a sidewalk with chalk drawn on it nearby.
share#kiss#couple#hold#bouquet,The,The couple shared a bouquet of flowers and held a kiss in celebration.
turn#pass#rail#skate#flip,The,The rail turns into a skateboarder after passing through the flip rail.
house#power#wash#stand#roof,The,The house has a standing power wash on the roof and a water heater.
wheel#use#sharpen#spin#knife,The,The wheels are spun by the use of a manganese alloy knife.
word#front#street#paint#look,The,The word painted on the street is that people look in front of them.
attach#dryer#device#curl#hair,The,The device is attached to a dryer with the hair curled around it.
bandage#wear#wrap#glove#foot,The,The bandage wraps around his left hand and wears his glove off completely.
roll#jean#wear#ball#lane,The,The man is wearing a red ball-gown and rolling jeans and Lane.
wear#sit#hold#step#cigarette,The,The man is wearing a cigarette and sits on the step holding his cigarette.
bucket#shovel#dig#put#sand,The,The Bucks dug out of a hole to put the sand in their shovel.
plate#meal#fork#end#lick,The,The plate ends with a meal that consists of lily pads and fork.
cut#grass#work#scythe#field,The,The field of scythe work was cut short by the grasshopper.
sand#mouth#hold#stand#tire,The,The man is holding a child and stands behind the sand with his mouth.
ride#beach#sail#tricycle#attach,The,The tricycle is attached to the beach with sailboats riding on them.
mound#shirt#rock#sit#top,The,The man in black shirt is sitting on top of a rock and mortally wounded.
smoke#air#puff#pipe#take,The,The puff of air in the pipe is taken from the Smoke Box.
dog#squirrel#catch#run#forest,The,The squirrel is running away from a dog that is catching it in forest.
stream#daughter#daddy#throw#rock,The,"The daughter of a rockabilly dad, she threw herself into streams."
fall#take#step#javelin#throw,The,The men are taking steps to throw off the fall of the Javelin.
snow#tent#hiker#poke#find,The,The hikers are finding a lot of tents poking through the snow and snow.
bed#spur#truck#inspect#wear,The,The truck was inspected by the Minnesota Department of Public Safety to ensure bed wear.
bath#dog#dry#towel#give,The,"The dog is giving a dry, white towel to the dog in bath."
doll#window#parachute#throw#connect,The,The man is throwing a parachute into the window and connecting the doll house.
tractor#pick#vegetable#worker#ride,The,The worker was picked up by the tractor and ridden to the vegetable yard.
object#load#car#roof#building,The,"The building is loaded with objects, including a car, roof rack and."
end#dog#fire#jump#hurdle,The,The dog jumped on the sidewalk to jump over the barricade at end.
carry#stroller#push#daughter#hand,The,The girl pushes her daughter's hand away and carries the stroller away.
guitar#tattoo#stand#front#arm,The,The man is standing in front of a tattooed guitar with his arm.
wear#helmet#picture#plant#take,The,The helmet is worn by many plants that take on the appearance of pictures.
wine#describe#sit#couch#taste,The,The man sitting on the couch describes his taste in wine as “.
car#mask#suit#paint#spray,The,The man is painted in a suit with a mask on his face and car.
tie#cover#mountain#climb#rope,The,The mountains are covered with ropes and climbing ropes tied to the highest peaks.
follow#series#hear#voice#shot,The,The series was heard by a voice of the dead following the final shot.
hit#run#kid#basis#baseball,The,The kids are running around hitting on the baseball on the bases and laughing.
picture#sheet#draw#pen#paper,The,The paper draws on a number of sheets and pen drawings to create pictures.
pour#water#head#lean#sink,The,The head of the water is leaning over a sink pouring out a glass.
gym#rope#suspend#climb#ceiling,The,The gymnast is suspended by ropes to the ceiling while he climbs up.
onlooker#stilt#watch#walk#path,The,The man watches as the stilt walker looks down on a path.
referee#box#crowd#watch#ring,The,"The referee watches the box, then goes to the ring for a crowd."
game#team#crowd#compete#watch,The,"The team competed in the first game, watched by a crowd of 2."
hill#sky#top#moon#stand,The,The moon is standing on top of a hill with a clear sky behind it.
air#jump#leg#spread#arm,The,"The legs are spread wide, arms high and jumping up in the air."
joke#back#alligator#tell#sit,The,The man is telling alligators to sit down and joke around with alligators.
knife#open#look#use#oyster,The,"The oysters used to look like this, which opens up a knife."
stand#ice#foot#break#mat,The,The ice is broken by a mat that stands about feet tall and wide.
champagne#open#victory#celebrate#bottle,The,The bottle opened to a victory champagne that was to be celebrated with champagne.
sheep#use#wool#shear#clipper,The,"The male clipper sheep can be used for wool, shears etc."
chair#sit#clap#finger#snap,The,The man sitting with her claps his hands and snaps his fingers together.
bend#string#repetition#pull#machine,The,"The machine pulls a string, and the repetition is bent into a machine."
hold#hand#dance#circle#kid,The,The kids are holding a circle with hands and dance to the same song.
walk#ask#sign#eat#help,The,The man is asking for help to sign up to eat at a walk.
wrap#forehead#neck#arm#kiss,The,The woman is wrapping her arms around his neck and kissing him on the forehead.
oven#remove#pan#cookie#put,The,The panning shot of the cookies being put on the oven to remove.
mouth#splash#water#ball#carry,The,The water splashes around the ball and she carries the mouth of it.
gold#dig#gem#sort#find,The,The gem is found in some sort of gold digger's or gold.
bench#snowball#create#snow#gather,The,The snowboarders gather around a bench to create a snowball in the snow.
front#paper#table#line#bottle,The,The paper is on the line with a table in front of a bottle.
dog#hold#puncture#front#ball,The,The dog holds a ball and punctures the front of the ball bag.
lap#head#cat#scratch#sit,The,The cat sits on the lap of a scratching post with its head down.
cue#ball#pocket#shoot#use,The,The ball is used to shoot the ball through the pockets of the cue.
foot#blanket#brush#hair#brush,The,The woman brushed her hair with a blanket on the foot of her bed.
ball#catch#jump#mouth#air,The,The man catches the ball and jumps into the air with his mouth wide.
book#piece#paper#pocket#slip,The,The paper is in a pocket with a piece of paper slipping from the book.
singe#song#toddler#clap#hand,The,"The song ""Clap Your Hands"" was sung by a toddler singing."
stand#machine#front#wrap#plastic,The,The machine is wrapped in plastic and stands in front of a wooden table.
jean#sweater#carry#pattern#bag,The,"The pattern is often carried through a bag, sweater or jeans and skirt."
hold#stand#wear#bag#end,The,The man is wearing a bag that has been held to the end of stand.
belt#climb#rock#rope#hang,The,The man climbing the rope is hanging from a rock near the belt.
toddler#foot#bed#smell#fall,The,The bed has a smell of autumn leaves and lichen falling over the foot.
enact#scene#soldier#background#member,The,"The scene of the soldier's death, which was witnessed by members of her background."
dog#water#foot#stream#stand,The,The dog is standing on the foot of the stream with water in it.
bucket#bite#pine#tree#dog,The,The dog is bitten by a tree with a bullet in the pine.
write#calligraphy#use#pen#paper,The,"The paper was written using a pen called a ""pencily paper""."
book#flip#bed#page#sit,The,The book sits on the pages of a flip-book in the bed.
tire#check#tread#penny#use,The,The young woman is trying to use a penny to check her Tires.
blow#shape#hold#smoke#pipe,The,The pipe is held in place by smoke blowing through the shape of it.
snow#watch#jump#crowd#rider,The,The rider jumps into the crowd as he watches the snow for the riders.
place#unroll#top#box#paper,The,The paper was placed on top of a box and unrolled to reveal.
feed#jump#bottle#goat#dog,The,The goat is feeding on the bottle and jumping over the dog's face.
bat#baseball#swing#player#hit,The,The baseball player is hit by a bat and is swinging away from him.
fill#pot#stove#water#put,The,The pot is filled with water and put on the stove to cook overnight.
material#area#worker#check#vest,The,The construction workers checking the material in the area are vesting their lives.
hold#pipe#wear#mouth#glass,The,"The man is wearing a glass pipe, holding it in his mouth close up."
head#shave#chair#area#sit,The,The chair is where the head sits and is commonly shaved in the area.
point#screen#forecaster#weather#talk,The,"The screen was dark, and the weather pointed to a dark forecasters."
watch#day#ball#dad#fence,The,The ball is watched by dad and fence on the same day of the game.
toothbrush#brush#toddler#tooth#use,The,The toddler is using a toothbrush to brush his teeth with the toothbrush.
pour#cloth#cover#jar#liquid,The,The red cloth is covered with a jar of liquid pouring out of it.
mouth#open#food#receive#feed,The,The food was so good that it opened my mouth to receive the feed.
sock#sleep#blanket#kid#jean,The,The kids are sleeping on a blanket on the couch by the jean.
station#gas#pump#hack#say,The,The gas pump is said to hack into the power station's electrical system.
sit#bicycle#water#grass#body,The,The body is sitting on the water with a bicycle on the grass next to it.
throw#wood#tree#lean#knife,The,The wood leans against a tree and the knife is thrown into the woods.
stand#ball#swing#hit#field,The,"The ball is hit by a swinging field, and the ball is stand."
paint#harness#side#building#hang,The,The building was painted with a red and white harness to hang the sides.
use#wall#climb#ice#pick,The,The ice picks are used to climb the walls of the Ice Age cave.
turn#floor#begin#vacuum#vacuum,The,"The vacuum began to fill the floor, turning it into a vacuum vacuum."
alcohol#cork#bottle#bang#wall,The,The bottle is a corked bottle with alcohol in it's walls.
street#seed#fruit#stand#move,The,The fruit is then moved to the stands where it is seedless and street.
begin#mirror#face#shave#look,The,The mirror begins to look more and more like the face of a shaved.
sculpt#wear#back#machine#monument,The,The sculpture was backed by a machine that wore a large monument to him.
fur#dog#groomer#trim#hold,The,"The dog holds a trim, white fur with a groomer's beard."
pull#grab#tree#branch#run,The,The tree is pulled down and runs away and grabs a branch from it.
walk#light#doorway#shadow#cast,The,The main entrance is lit by cast iron shadows walking through the main doorway.
gym#perform#weight#hold#lunge,The,The gymnast was performing a gymnastic routine to hold her weight up.
banana#head#stand#bowl#street,The,The man is standing next to a bowl of bananas on the street heading home.
pan#transfer#fry#egg#plate,The,"The plate was transferred to the pan, frying the eggs on each side."
continue#routine#baton#pick#drop,The,The baton was dropped after he picked up the routine and continued it.
ride#woode#bicycle#area#road,The,The road is wooded with areas where it is riding on a bicycle.
drum#finger#hand#top#beat,The,The man's hand was beat with a drum on the finger on top.
street#fill#pull#cart#chair,The,The cart pulls up to the chair and a street filled with lots of people.
wipe#face#shirt#expose#belly,The,The woman in black shirt exposes her belly and is facing the Wipe.
blow#wear#nose#teapot#head,The,The teapot is wearing a nose that is blown off its head.
wear#sunglass#bottle#drink#water,The,"The man is wearing a water bottle, sunglasses, and drinking from it."
pour#pool#sponge#clean#side,The,The pool has been clean and pouring for two to three sides of sponge.
photo#look#hold#gallery#bag,The,The photos were held in a gallery looking out onto the Boring Bag.
side#sit#wear#backpack#mountain,The,The man is wearing a black jacket sitting on a mountain side with a mountain.
basket#apply#glue#cut#weave,The,The basket is cut to allow the glue to be applied to be woven.
hand#take#shot#lick#salt,The,The man is licking the salt off the shots and taking a few shots.
routine#court#perform#watch#cheerleader,The,The court watched as the cheerleaders performed a routine in which they chanted: '.
pause#building#front#examine#table,The,The building is examined by the front of the table and a pause is taken.
phone#talk#hold#toddler#ear,The,The toddler is holding his ears and talking to his father who is phone.
fix#hair#mirror#wear#shirt,The,The man wearing a black t-shirt and black shorts is fixing his hair.
fountain#put#face#short#spray,The,The fountain is putting the face of the shorts on the water with spray.
background#talk#fire#stick#put,The,The man is putting on a stick to talk to the background of fire.
foot#cross#leg#sit#massage,The,The man sitting on the legs of a cross-country skier feet down.
walk#mall#costume#lady#wear,The,The mall is wearing a new costume for the Lady and the Tramp.
