keywords,context,text
side#stand#watch#gymnast#bar,The,The gymnast is standing on the side of a bar while he watches the gymnast.
carry#toddler#sandal#pillowcase#short,The,The sandal is also carried by the toddler and shorts are worn by a pillowcase.
rub#button#stomach#finger#stick,The,The finger sticks to the stomach and the button is rubber on both sides of the stick.
pump#bucket#soda#pour#pump,The,"The water pump is poured into a bucket, and the soda is pumped into the pump."
front#sit#sidewalk#helmet#scooter,The,The man with a helmet sits on a sidewalk in front of a scooter and scooter.
set#drummer#guitarist#stage#middle,The,"The band set up in the middle of the stage, with drummer and lead guitarist Greg H."
money#hold#wait#ride#sign,The,"The man is holding a sign that says, ""Waiting for money to be released."
water#umbrella#runner#give#hold,The,The runner is given an umbrella to hold on to the water and drown in the rain.
water#fire#talk#wood#pot,The,The fire was extinguished around 11:30 a.
end#kiss#ceremony#wife#husband,The,"The ceremony ends with a kiss from her husband, and his wife bows to the crowd."
wear#river#jump#short#swim,The,The man is wearing shorts and a T-shirt when he jumps over the river swim.
bag#plate#carry#head#rest,The,The plate carries the head of a man with a bag over the rest of his body.
table#wine#glass#drink#swirl,The,The wine is swirling around in the glass and the table next to it drinks from it.
tire#glove#wear#put#tube,The,The man is wearing a mask and putting his gloves on the tube to protect his skin.
take#onesie#nap#wear#side,The,The onesie is wearing a nap on her side and is taken off by the doctor.
vendor#ride#weather#bike#bundle,The,The bike is loaded with weather bundles and can be ridden up to a maximum speed of.
team#score#player#attempt#point,The,The player attempts to score a point with one of his or her team's three goals.
food#grill#serve#street#cook,The,The kitchen is served by a grill that is cooking food on the main street of it.
number#insert#enter#card#machine,The,"The cards are inserted into the machine, and a number is entered on the display screen."
treasure#water#dirt#find#sift,The,The water is found in the dirt and sift through it to extract the treasure.
tear#front#laugh#paper#face,The,The paper was also face-to-face with a young woman who had earned her front.
machine#worker#quality#meat#check,The,The worker checks the quality of the meat with a digital microscope on a machine in the kitchen.
walk#laugh#sidewalk#smile#wear,The,"The man is smiling, wearing a sidewalk walk, and he is laughing with his friends."
top#wear#smile#flop#skirt,The,The woman is wearing a flop top with a skirt and she smiles at the camera.
field#pose#crowd#team#background,The,The team also posed the question of the background of the crowd in the field of view.
view#sunset#building#color#light,The,"The building lit up with a beautiful sunset, and a view of the city's colors."
toilet#stand#dress#leg#shave,The,The man is dressed in a black t-shirt and is standing with his legs shaved.
picture#tulip#front#kiss#take,The,The girl takes a picture of tulips and kisses them in front of the group camera.
equipment#photographer#learn#son#use,The,The photographer uses his equipment to learn how to use his son as a model for himself.
air#hit#gong#fly#bird,The,"The Gong hits the bird, and it flies off into the air with a splash."
bounce#cup#ball#table#top,The,The Ball and the Ball Cup is a bounce table at the top of the tallest tower.
throw#ball#string#attach#spin,The,The ball is attached to the strings and spun to throw it into the air or forward.
space#chair#fill#riser#stand,The,The Riser is a stand-alone space station that is filled with a variety of chairs.
vase#arrange#flower#tutorial#give,The,The tutorial is arranged in the form of a Vase with flowers giving rise to plants.
push#cart#shirt#wear#stripe,The,The man wearing a black shirt and black shorts pushed his cart down the street towards them.
clip#sit#nail#chair#cat,The,The cat is sitting on a chair with a nail in its tail and a wooden clip.
put#bread#bag#plate#take,The,The plate is taken to the bread bag and put on the counter to cool for about.
hand#cat#pet#lay#bed,The,The cat lays down on the bed and pets the hand of the cat on the pillow.
wax#leg#pull#hair#put,The,The man pulls his hair back and puts it in a ponytail and waxes.
branch#jump#ground#climb#tree,The,The trees are jumping up and down and they're climbing the branches to the ground floor.
newspaper#write#rest#chin#hand,The,The rest of the newspaper hand-outs are written in the chin-up or chin.
animal#meat#butcher#section#cut,The,"The animal is cut up into sections, butcher meat is added to each section and cooked."
tire#hit#use#hammer#coach,The,The coach uses a hammer to hit his players while they are on the tarmac ahead.
sofa#shirt#work#laptop#sit,The,The man is working on a laptop with a Sofa and a shirt sitting on it.
run#dirt#lip#lick#grass,The,The lips of a man licks the grass as he runs through the dirt and leaves.
pole#walk#stand#head#hold,The,The pole is held by a man who is walking with his head down and stands behind it.
machine#movement#capture#move#continue,The,"The movement continued to move forward, but it was captured by the machine guns of U."
uniform#perform#stretch#exercise#team,The,The team also performed a stretch exercise in which the team's uniforms were lifted.
stocking#stripe#carry#wear#multicolor,The,The stripes are carried by multicolor birds and are worn as a primary colorocking.
tree#couple#kid#climb#water,The,The couple climbed into the water to get a better look of the kids and their trees.
leg#ball#strike#bowl#roll,The,"The ball strikes the back of the bowl, and the leg is rolled onto the ground."
push#balance#ball#hand#foot,The,"The ball is then pushed forward by the hand, which balances the ball on the foot."
street#case#sunglass#walk#beer,The,"The street is lit up in red and blue, for the case of walkers and beer."
ladder#window#stand#squeegee#clean,The,The man is standing near the windows of a window squeegee and cleaning it with a lint roller.
field#sit#head#cow#rub,The,The cows are sitting in a field with the head of a man and the right foot.
float#barrel#wreckage#piece#body,The,The body of a man floating in the wreckage of a barrel with pieces of the body.
follow#close#car#walk#frame,The,"The car was closed in both directions, and the frame was walked around the following day."
put#track#watch#marble#roll,The,The tracks were put in place to watch the marble roll into the newly constructed grandstand.
tie#knot#rope#connect#waist,The,The ropes connect the ropes to the ropes tied to the waist of the man with knots.
crowd#stage#concert#jump#surfs,The,The crowd at the first stage of the surfskiing jump at a local concert.
hold#bar#weight#shoulder#squat,The,"The bar is holding its own, but the weight of the squat is on his shoulders."
grow#day#water#beach#turn,The,The beach turned out to be a beautiful day with clear blue waters and growing sunflowers.
kilt#dress#stand#front#bagpipe,The,The man is dressed in a bagpipe and is standing in front of a kilt.
jump#hose#pool#spray#dog,The,The swimming pool has a dog water hose that can be sprayed to jump in the water.
climb#wear#wall#gear#attempt,The,"The first attempt to wear this gear was on a climbing wall in Los Angeles, California."
team#quarterback#throw#pass#game,The,The team threw in a game against the Houston Astros and a pass against the Los Angeles Dodgers.
toddler#music#dance#pink#dress,The,The girls are dressed in pink and dance to music with a teddy bear andlers.
chalk#ground#write#hold#box,The,The man is holding a box that he has written on with chalk on the ground next to.
jug#table#sit#slice#juice,The,The man sitting next to her sliced up the juice on the table with his jagged knife.
cubicle#slope#wire#hang#snowboarder,The,The snowboarder is hanging out on the slope with his friend and ex-girlfriend.
blow#bubble#wand#solution#dip,The,The Magic Wand is a bubble-like device that blown into the solution of a dip.
pelican#float#food#watercraft#cut,The,The watercraft was cut in two by thepelican and floating food in the water.
wear#stare#clothing#color#stand,The,"The man is wearing a gray colored shirt, and is standing in a gray gray clothing."
heel#receive#news#kick#joy,The,"The news was received with joy by the ""heel kickers"" of New Zealand."
stick#lady#sit#hold#ground,The,The lady is holding a stick that is sitting on the ground next to her and there is.
item#hand#slab#smile#sit,The,"The man is smiling, but the woman is sitting on the slab with her hands behind her."
head#suit#audience#wear#cover,The,The suit is the first to be wearing a head cover for an audience in the U.
bite#collar#bed#dog#cat,The,The dog is biting the cat and the collar is on the bed with the cat lying down.
floor#tip#foot#toe#stand,The,"The square foot of the ground floor stands at, with the tips of the square feet."
floor#sweep#raincoat#wear#hat,The,The raincoats sweep the floor and the hat is worn down to the bottom of it.
bridge#look#shirt#hold#bottle,The,The man in white shirt is looking at the bridge holding a bottle of water over it.
shirt#wear#race#run#sunglass,The,The man is wearing a red shirt and runs down the race with sunglasses on his face.
hand#stage#award#shake#receive,The,The award was handed out by BBC Newsnight and received a shake of the stage hands.
hand#car#drive#smile#cup,The,"The man is smiling, he is driving a car with a hand-painted cup on it."
ride#wear#horse#redheade#costume,The,The horse is wearing redheade costume and riding a redheaded horse in white.
use#skin#tool#apple#peel,The,"The tools used include the Apple Peel tool, which is used to remove the skin off;."
wear#sweater#boot#swing#hang,The,The boots are worn by the boots-wearing character to hang on to their boots.
kid#event#perform#school#practice,The,The kids are performing at a school that is practicing for an event that will be held.
player#bus#listen#coat#wear,The,"The bus is wearing a red and white coat, while the players are listening to music."
ticket#dress#sidewalk#sailor#hold,The,The sailor is dressed up as a woman and holds a ticket on the sidewalk in front.
swimmer#stroke#swim#pool#side,The,The swimming pool has a side-swimmer's pool with a stroke pool on it.
dirt#push#pile#rock#bulldozer,The,The bulldozer pushed the dirt pile to the side of the rock and the bulldozer.
eye#shirt#guitar#jean#close,The,The man in the shirt is Jean-Baptiste's eyes closed on his guitar.
side#drive#blow#snow#blower,The,The snow blower is powered by a blow-down engine on each side of it.
open#turn#handle#close#door,The,"The doors were closed, but the handle was turned and someone opened the door for them."
pound#place#wall#mallet#brick,The,The walls were placed to prevent the mallet from being used to pound bricks against them.
chase#animal#dog#string#stuff,The,The dog is chasing a string of animal stuff that has been chasing a dog with it.
lip#mouth#gum#close#open,The,"The mouth opened wide, and the lips closed with a gush of gum from her."
bottle#sit#milk#floor#drink,The,The bottles are sitting on the floor of the milk and drink in the middle of it.
dust#cloud#work#worker#create,The,The workers are working hard to create a dust-free work environment with dark and clouds.
car#resemble#leave#locomotive#line,The,The car is closely resembling the locomotives that were left behind by the Dosan Line.
driver#drive#cellphone#bus#talk,The,The driver is driving a pickup truck and talking to the bus driver behind the cell phone.
clothe#act#dress#multicolore#perform,The,The multicolored dress has been performed in various clothes as well as acting in films.
catch#kid#run#football#field,The,The kids are trying to catch footballs that are running in the air in a field.
hold#shirt#guitar#singe#microphone,The,The man in black is holding a guitar and singing a Tchaikovsky song t shirt.
binocular#walk#look#stick#mountain,The,"The camera pans over a mountain looking towards a binoculars, walking stick and compass."
stand#sign#side#road#hold,The,"The road signs are on the left side, and the sign stands to the right of it."
sit#table#money#hand#count,The,The table below is a list of the names of the sitting hand-counting money.
wear#backpack#head#lay#sunglass,The,The man is wearing a red sunglasses and is laying on his stomach with his head down.
ride#attempt#lasso#horse#cow,The,"The horse attempted to lasso the cow, but the horse was unable to ride it."
table#lamp#hair#hold#glass,The,The table below shows the length of hair that has been held in a glass of lamp.
mail#carrier#package#deliver#scan,The,The carrier was delivering mail packages to the United States when it was scanned by the U.
stand#sit#game#audience#watch,The,The audience was watched by a few hundred people who sat in a stand-up game.
walk#leave#line#tree#path,The,The leaves are deciduous trees that can be walked on along the paths of line.
wear#courtyard#stand#cobble#headscarf,The,The headscarf is now worn in the courtyard of the stands of the cobbled.
ball#player#chase#hold#team,The,The team also holds the ball in the Chase for the 2020 MLS Cup as well as U.
demonstrate#use#meat#grind#machine,The,The man is demonstrating how to grind meat using a machine that is similar to the machine.
school#background#fish#diver#swim,The,The school has a swimming pool and diver's pool with a diving background for the fish.
rope#wear#helmet#hold#smile,The,"The man is wearing a helmet, holding a pistol and smiling at the camera from behind."
front#stand#coat#painting#hold,The,The coat of arms of the United Kingdom stands in front of a painting of George V.
water#rub#hand#turn#faucet,The,"The water turns yellow, the faucet rubs against the hand of a man."
watch#bar#jump#athlete#mat,The,The men are watching the athletes as they jump onto the mat for the first round of bar.
action#sound#crack#produce#knuckle,The,The sound of the crackling action was produced by a knuckle on a wooden board.
eat#drink#sit#restaurant#wine,The,The man is eating wine and sitting at the restaurant with his friends and drinking the wine.
pile#fall#ground#jump#snow,The,The man jumped onto the ground and fell to the snow as the Piles of Gold.
mouth#food#watch#shove#disbelief,The,The man is trying to shove the food into his mouth and watch as his own disbelief.
raise#research#money#run#marathon,The,The money was raised through a series of events running through the research marathon on May 30.
window#lady#use#wipe#rug,The,The Lady uses a rug to wipe the blood off of the window of her private room.
speech#crowd#award#give#front,The,"The crowd gave the award in front of a large, open-air speech by Dr."
smoke#access#laptop#step#sit,The,The laptop is then accessed by a man sitting on the steps to Smoke's house.
pail#shirt#cap#jean#drum,The,The man in white shirt is on a skateboard and caps his jeans with a drum.
stand#dog#rubble#look#platform,The,"The dog stands on the rubble, looking at the platform and the people on the platform."
hold#marker#shirt#track#run,The,The marker is run by a man holding a white shirt and tracksuit in the middle.
professor#list#hall#student#fill,The,The college is a Grade II* listed building and is filled with classrooms and hallways.
bottle#cork#take#sip#pop,The,The cork takes a long time to sop up the bottles and sips them.
paper#hold#piece#stand#stage,The,The paper holds that a stand-alone piece of the stage was added to the building.
leg#fire#shave#hair#set,The,The man with black hair is wearing a long-sleeved set of leg fire.
horse#ride#shoot#run#dog,The,"The horse is running, the dog is riding, and the horse is shooting his arrows."
lady#apply#process#makeup#explain,The,The process is explained by a lady who applied to be a makeup artist in Los Angeles.
box#food#bucket#sit#light,The,The box is lit up with a bucket of food that is sitting on the countertop.
hand#wear#glass#knuckle#pop,The,The man is wearing a pink knitted top with a pop of glass in the hands.
shirt#paint#wear#face#picture,The,The face is painted with a black and white picture of a man wearing a red shirt.
turker#problem#invite#photo#gripe,The,The photo was first invited to the Turkers' forum by Gripe's forum problem.
ball#room#hand#stand#arm,The,The ball is in the hand of someone who is standing in a room with two arms.
field#cheer#take#team#cheerleader,The,The cheerleaders were taken out of the field by the team's cheerleading coach later.
front#street#gate#home#clean,The,The home was cleaned up in front of the street and the gate was closed in front.
balloon#hold#tongue#jacket#stick,The,The man holding the balloon is dressed in a jacket with a tongue stick on the back.
instruction#tee#hit#baseball#give,The,"The following day, he was given a minor baseball instruction and hit a tee in Brooklyn."
walk#use#balance#tightrope#pole,The,The balance of power was also used to walk a tightrope between the Poles and Russia.
grill#meat#individual#descent#market,The,The meat is ready to be grilled or sautéed for individuals or large markets.
talk#fireman#front#firetruck#duty,The,The firemen are talking to the firetruck on the front of the fire station.
sit#eye#box#hold#close,The,"The box was closed, the eyes were held open, and the sitting room was closed."
shoot#stand#side#arrow#hill,The,"The two sides of the hill stood close to each other, shooting arrows at each other."
cry#sit#finger#mouth#toddler,The,The toddler is crying and sits with his mouth wide open as he cries for his finger.
look#finger#finish#hair#run,The,"The man finished his hair, then ran off, looking for his two-year-old finger."
run#watch#jump#pit#bunch,The,"The man jumped into the pits and ran away, but was watched by a bunch of people."
shirt#front#snap#stand#finger,The,The man is standing in front of a teddy bear with a snap of his finger.
road#car#stop#middle#stand,The,The car is stopped in the middle of a road and a man stands at the window.
chess#table#male#game#sit,The,The male is also sitting in the chess table and is playing a game with the female.
day#robe#hallway#walk#clothe,The,The man walking the hallway is wearing a white robe and clothes on the same day.
hold#player#statue#quarterback#position,The,"The quarterback position was held by three players, and one of them was a statue."
half#top#watermelon#cut#knife,The,The watermelon was cut in half with a knife and placed on top of a plate.
dog#back#jump#boat#water,The,The dog jumped over the boat and jumped into the water and back up to the boat.
fill#sausage#meat#casing#machine,The,"The meat is filled with sausage, olives, potatoes, and a special casing machine."
dry#clean#paper#face#toilet,The,"The paper has been cleaning up the face of the toilet, dry and yellowed walls."
fish#flop#ice#fisherman#watch,The,The fisherman watches the flop of the ice as he fishes for salmon in the morning.
table#toddler#newspaper#read#place,The,"The newspaper was placed on the table by a toddler, who read it to his parents."
entitle#store#take#place#street,The,"The street was taken over by a large store entitled ""Junk Place"" in 2010."
bounce#pool#dive#flip#board,The,The pool has since been announced to be flipped over to a diving board for the event.
river#cross#elephant#tour#guide,The,The elephant is walking down the river guiding tourists to cross the river during a national tour.
face#table#give#lay#massage,The,The table below gives a small overview of the treatments that are laid out on the face.
phone#computer#look#desk#box,The,"The computer is looking at the phone, the desk, and the box behind the chair."
beach#ocean#wear#stand#look,The,The beach is looked upon by many people as a stand-alone beach wearing the ocean.
talk#sunglass#field#lady#wear,The,The young lady is wearing a yellow field dress and is talking to the sunglasses-wearing man.
chop#half#stand#axe#log,The,The men are standing in a log-chop and axe stand in the first half.
crane#body#water#park#car,The,The body is parked in the parking lot of the water tower with cranes around it.
scale#hold#wall#fire#hand,The,"The wall was initially held by the fire department, but was handed over to the scale."
stone#sharpen#chef#demonstrate#knife,The,The chef is demonstrating how to use the knife to sharpen a stone into a knife.
pour#egg#whisk#skillet#fork,The,The skillet is then poured over the eggs and whisked to a light and fluffy fork.
sew#thread#needle#hand#put,The,"The needle is put into the thread, and the needle is sewn in the hand."
dispenser#fold#box#move#paper,The,"The paper was later folded into a box and moved to the ""dispenser"" room."
lift#wear#arm#overall#smile,The,"The woman is wearing a black skirt, and she lifts her arm to show her overall."
wood#break#piece#half#class,The,"The first half was broken up by a piece of wood, which was classed as."
ride#trick#boat#perform#ski,The,The trick to performing a ski boat ride is to ski down the side of the boat.
bar#pull#front#hold#mirror,The,The front of the barrel holds a mirror that is pulled up to the front of it.
back#leg#arm#lay#move,The,The leg was laid on the back of a chair and moved to the arm of another.
street#wear#cigarette#shirt#smoke,The,The man in black shirt is wearing a cigarette in the street with smoke coming from it.
begin#clap#crawl#hand#smile,The,The male hand crawls across the ground and begins clenching and unclenching.
enjoy#cap#laugh#wear#popsicle,The,The man wearing a white cap was laughing and enjoying the popsicles as he enjoyed it.
wave#catch#fall#surfer#board,The,The surfers were caught by the wave and fell on the board of a surfer.
body#background#movement#perform#music,The,"The music video for ""Work This Body"" was performed in the background of the movement."
read#look#sit#menu#window,The,The window is wide enough to sit on the menu and looks out to the reading room.
wear#flannel#pumpkin#field#touch,The,The pumpkin is wearing a touch of flannel in the field of view of the camera.
stand#map#report#front#weather,The,The weather was reported to be overcast with a high of 39°C on map.
hold#pose#cup#front#tree,The,The woman is posing for a photo with a cup holding a tree in front of it.
ride#advertisement#read#magazine#subway,The,The magazine is read by more than one advertisement for the subway ride each day in Manhattan.
color#dance#light#change#room,The,The room is lit by a mix of colored lights and a dance floor that changes colors.
rise#wreck#darkness#submersible#leave,The,The wreck of the submersible was left in the darkness to rise to the surface.
pair#polish#shoe#demonstrate#clean,The,The shoes were polished and demonstrated that the pair had been cleaned and maintained by their owners.
carry#pouch#wear#project#ladder,The,The woman is wearing a pendant that carries the project's second clue on a ladder.
apron#sausage#cut#hat#kitchen,The,The main hat is cut in half to make a small microwave kitchen with sausage and cheese.
track#disc#spin#field#throw,The,The track was spun in the field by a disc thrown from the right of the field.
front#slide#blow#bubble#board,The,The slide was blown up in front of the Board of Supervisors and the bubbles were removed.
field#wear#hammer#throw#kilt,The,The man is wearing a hammer and throwing a kilt around in a wheat field nearby.
tie#string#dance#ankle#wrist,The,The woman is then tied up and strangled to death with her wrists and ankle tied.
stand#look#paper#snow#read,The,"The paper is looking at how to stand up to the snow, read more about it."
item#machine#place#seal#bag,The,The machine is placed in a plastic bag and sealed with various items such as plastic bags.
pipe#smoke#light#music#listen,The,The smoke from the pipe was thick enough to listen to music and light up a room.
step#distance#throw#shot#circle,The,"The shot circle is thrown in the distance, and the step shot is in the middle."
put#milk#pail#cow#milk,The,The milk was put into a pail and milk was poured onto the cow's milk.
blow#use#dryer#dry#hair,The,The dryer is used to blow dry the hair and the dryer has a fan.
glow#skateboard#ride#night#wheel,The,The man rides a skateboard through the night with a glow in his eyes and wheels.
target#foot#knife#lay#back,The,The man laying on the ground with his foot on the back of a target with a knife.
friend#corner#basket#flower#dress,The,The flowers are arranged in the corner of a basket with a friend dressed in white polka dots.
locate#building#plane#look#front,The,"The building is located in front of the ""Lookout"" propane and propane planes."
hose#push#debris#water#gutter,The,The gutter was pushed out of the water and debris was hosing down the road.
scroll#sunglass#tattoo#hair#hold,The,The tattooed hair was held up by a purple sunglasses with a yellow shaft and scrolling letters.
ground#take#bag#picture#lay,The,The ground floor is laid out with a picture of a bag taking up the entire floor.
back#stand#stomach#wax#lay,The,The man is laying wax on the back of her stomach and is standing on her stomach.
tail#pull#water#hold#alligator,The,The man is holding a water lily and pulling it with alligators tail around it.
sit#pant#stripe#table#shirt,The,The black and white Panthers sitting in a striped shirt on the table next to the couch.
throw#knife#stand#target#front,The,"The man is standing in front of a knife, but he is throwing the target away."
dance#watch#crowd#stage#clap,The,"The stage was watched by a crowd of 2,300 and clap for the dance."
game#lead#involve#head#touch,The,The game involves touching the head of a man who leads a group of people around town.
track#outfit#biker#wear#ride,The,The biker outfit is wearing a long-sleeved black outfit with a riding jacket.
side#road#crowd#pass#wave,The,"The crowd passed by the side of the road, waving at them and passing by them."
hair#instruction#give#doll#braid,The,"The doll is given instructions to braid her hair, but she does not do so."
jump#bike#spectator#watch#racer,The,The racer watches the bike as it jumps over the spectators and into the turn of the circuit.
sew#test#push#hand#machine,The,"The man pushes the machine into the test chamber, removing the seal and removing the hand."
place#grinder#meat#wear#glove,The,"The gloves are now worn by Grinder, who is placed in the meat grinder."
tongue#move#head#stick#smile,The,The young woman is smiling and moving her head to the tune of the Tongue.
present#mix#plate#ingredient#cook,The,The plate is a mix of cooked and raw ingredients that is presented in a rectangular shape.
hit#volleyball#beach#jump#ball,The,The beach volleyball jumping ball is a hit with the little girl and boy in the group.
ladder#walk#toddler#climb#path,The,The children are walking down the path to their toddler's room to climb onto the sofa.
front#couple#picture#pose#fountain,The,The couple posed in front of a fountain with a picture of their daughter in the water.
blower#spin#lie#use#chair,The,The company is spun-off from the chairmanship that Blower used to hold since 2011.
rock#trunk#water#wear#jump,The,"The water is wearing on the trunk of the rock, and the young man jumps overboard."
walk#toss#house#worker#package,The,The house was demolished and the workers were tossing up a package to walk away with it.
stomp#wine#stand#grape#barrel,The,The wine barrel stands in a stomping rain with grapes that have been poured onto it.
coffee#cafe#look#drink#window,The,The cafe looks like a coffee shop with a glass window and a drink on the counter.
touchdown#celebrate#teammate#player#score,The,The player is celebrating with his teammates after scoring a touchdown against the New York Jets last season.
leash#puppy#path#hold#owner,The,The owner of the puppy holds it up as a path to Leash in the park.
chew#nail#front#fence#bucket,The,The man with a bucket is chewing on a nail in front of a wooden fence behind it.
knife#peel#table#apple#sit,The,"The apple is ready to be boiled, but the table is covered with knives and forks."
chopstick#hat#bowl#eat#noodle,The,The boy is eating a chopstick with noodles and a hat with a bowl behind it.
look#dance#clothe#money#attach,The,The boy looks at the money and clothes he has been attached to and dances around him.
floor#drop#set#head#weight,The,"The head is set on the floor, and the weight is dropped on it's head."
kite#stand#fly#field#toddler,The,The toddler is kite flying in the field and is standing next to a large tree.
sit#shoe#tie#floor#shoelace,The,The shoes are tied to the floor with shoelaces and are sitting on the floor.
cellphone#wind#hair#talk#blow,The,"The woman is talking about her hair, and the cell phone is blowing in the wind."
dress#dress#building#walk#flow,The,The dress is dressy enough to dress up for a dress dressy dressy building.
owner#dog#shop#wait#come,The,The owner of the dog is waiting for the shop to come back out of the rain.
open#bed#reveal#bedroom#door,The,The door was open and someone was revealed in the bedroom with a bed next to it.
device#light#button#turn#press,The,The device turns the light on when the button is pressed and off when it is released.
wall#hold#sit#glass#photo,The,The wall of glass sits on the edge of a lake holding a photo of the U.
jar#towel#cover#drink#water,The,The woman is drinking a glass of water and covers her mouth with a towel tojar.
wait#eyeglass#hair#watch#shirt,The,The man in black shirt and eyeglasses is waiting for his hair to be cut.
cap#shirt#flash#sign#bike,The,The man in white shirt is signed with the cap of a bike and flash on it.
player#throw#ball#prepare#dress,The,"The ball is ready to be prepared to throw, the player must be in a dress."
set#dog#wear#muzzle#race,The,"The dog is wearing a muzzle set up for the race, and is in good condition."
pulley#furniture#building#rope#window,The,"The building has a stained glass window, furniture, ropes, pulley and rope building."
rider#wear#gear#corner#course,The,The riders wore their gear in the corner of the course as well as on the track.
domino#rest#fall#finger#push,The,The man is pushing his finger in the rest of the abdomen and falls to thedomino.
hold#eat#chip#bag#popsicle,The,"The chip is holding up well, and the bag holds a lot of chips and eating."
run#hill#kick#dog#dirt,The,The dog kicks the dirt and runs over to the hill with a few of his friends.
dry#wash#rack#dish#place,The,The dish was washed and placed on a cooling rack to dry out before the next dish.
tractor#road#talk#side#drive,The,The tractor is talking to the side of the road and driving away from the crash site.
wear#sidewalk#coat#sell#good,The,"The coat is worn by the goods on the sidewalk, and it is sold by them."
boat#water#stand#head#direction,The,The boat is headed in the opposite direction and is standing still in the water near it.
doughnut#talk#hold#take#bite,The,The doughnut is usually made by holding the doughnut upside down and talking to it.
trailer#shirt#side#sit#road,The,The trailer is side by side with a trailer that was sitting on the road with shirts.
clean#hat#pool#shirt#wear,The,The pool is wearing a hat to clean up the tiled surface of the blue shirt.
shuck#oyster#way#explain#demonstrate,The,The oysters are shown in this way to demonstrate the shrimps can be explained.
question#answer#sit#front#computer,The,The question is answered by a computer that sits in front of the monitor and asks questions.
wear#hat#skateboard#balance#ledge,The,The man is wearing a hat with a skateboard on it and balancing on a ledge.
wipe#sneeze#nose#stretch#floor,The,"The woman sneezed, and the baby stretched his nose and wagged his floor."
wine#mouth#swish#bucket#spit,The,"The man swished his mouth with a bucket of wine, then spit it into the water."
jean#shoe#bike#jacket#ride,The,The man is in a bike jacket and jeans riding a black shoe with red and black.
gather#flag#uniform#hat#wear,The,The flag of the United States of America gathered in uniform and wore a hat on July 4.
pipe#put#piece#machine#stand,The,The man is putting a piece of pipe into a machine that is standing in the middle.
mannequin#dress#walk#window#stroller,The,The mannequin dressed in a red stroller walks through the window of the store.
wear#medal#front#bus#suit,The,The bus is worn out in front of it and is suitably worn down with medals.
throw#hold#pant#pair#catch,The,"The Panthers held a pair of practice sessions, but did not throw to the first team."
sidewalk#female#wear#walk#top,The,The female walkers are wearing the top of their skirts and walking on the sidewalk outside.
tub#bath#give#bubble#newborn,The,The bathtub gives a small bubble of oxygen to the newborn in the same way it does.
straw#add#glass#pour#drink,The,The stained glass windows were added to the inside of the room and poured into the drinks.
shake#praise#ask#dog#hand,The,The dog is being praised by many locals and asked to shake the hand of the child.
turn#swimmer#competition#end#reach,The,The competition ended in August and the swimmer reached the final in turn-of-.
way#peel#orange#give#instruction,The,The album gives way to an instruction on how to use an orange peeling off itself.
beach#background#run#wave#swimsuit,The,The beach runs parallel to the beach with a swimsuit background and waves in the distance.
take#sit#table#bite#hamburger,The,The hamburger is just like a table that sits and takes a bite of the hamburger.
laptop#wear#use#sweatshirt#hood,The,The laptop was used by the hooded man to wear a sweatshirt in the morning.
sit#rock#look#ocean#couple,The,"The couple sits on the rocks looking out to the ocean, where they are both happy."
move#fan#leg#begin#hand,The,"The fans began to move forward, and someone handed her a leg up in the crowd."
mountain#side#jump#city#kid,The,The city's kids are on the right side of the jump from the mountains to Manhattan.
friend#picture#trick#skateboarder#take,The,The trick is to take a picture of the skateboarder with his friend behind him.
toy#ride#sit#toddler#push,The,The toddler is sitting on the teddy bear pushing it and riding on the toy truck.
work#worker#cable#oversee#coil,The,The construction workers who worked on the coil were able to oversee the entire project from cable.
dress#clothe#hold#pose#drink,The,The man in white dress is holding a young woman who is posing with clothes and drinking.
walk#tightrope#front#hold#crowd,The,The crowd held tightrope as they walked in front of the crowd to the stage.
sing#hold#team#trophy#song,The,The song was sung by the team and was held in the trophy room of the stadium.
table#sit#blow#wish#candle,The,The table is sitting on the right hand side of the wish to blown candles on it.
bell#bike#sidewalk#ride#ring,The,The bike is on the sidewalk with bells and ringers riding in the middle of it.
player#train#ball#field#pass,The,The ball is passed to the player who has been trained in the field by the coach.
body#water#trick#surfboard#sail,The,The surfboard trick is one of the water sports body's most popular tricks and sailboats.
gun#wear#sunglass#helmet#stand,The,The man wearing a black helmet and a red sunglasses stands with his gun in his hand.
scarf#hold#teach#class#compose,The,The first class was composed of university students who were taught how to hold a lightscarf.
run#follow#snow#ball#horse,The,"The snow ball is followed by a white horse, which runs around the back of it."
angle#look#photograph#sit#sidewalk,The,The man in the photograph is looking at the camera and sitting on the sidewalk with an angle.
notebook#pen#table#sit#laptop,The,"The pen is sitting on the table, and the notebook is on the laptop's keyboard."
music#dance#room#couple#watch,The,The couple was in the dance room of the music hall when they were watched by two men.
river#dog#stand#head#turn,The,The dog is headed to the River County Sheriff's Office where he will be turned over.
hand#ride#hold#air#bull,The,The man is holding a bull's-eye on the air with his right hand riding upward.
snow#ride#hill#red#sle,The,"The sleds were red and white, riding on a hill with snow on the ground."
wrestle#match#hand#shake#begin,The,The match began with a shake-up in the Wrestle hand of the tournament.
trail#leave#dragster#take#smoke,The,The trail takes its name from the dragster that was left behind by the black smoke.
headphone#wear#room#corner#drum,The,The man wearing a headphone and drum in the corner of the room is George Floyd.
picture#chalk#sidewalk#sit#draw,The,The picture is drawn from a chalkboard sitting on the sidewalk in front of the courthouse.
